,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,store_name,addr_num,addr_st,addr_add,city,st,zip5,store_type,storeid,Y2008,Y2009,Y2010,Y2011,Y2012,Y2013,Y2014,Y2015,Y2016,Y2017,long,lat,address
79,76,149736,149736,(fm) boston hill farm llc,1370,Turnpike St,,North Andover,MA,1845,Farmers' Market,st_149723,1,0,0,0,0,0,0,0,0,0,-119.2630941,34.27554492,turnpike st north andover ma north andover
80,77,144055,144055,(fm) greater worcester farmers mk,50,Canton St,,Worcester,MA,1610,Farmers' Market,st_144042,1,1,1,1,1,1,0,0,0,0,-117.6675204,34.01956795,canton st worcester ma worcester
81,78,144057,144057,(fm) holyoke farmers market,,High St,,Holyoke,MA,1040,Farmers' Market,st_144044,1,1,1,1,1,1,1,1,1,1,-117.8813025,33.9106705,high st holyoke ma holyoke
82,79,154346,154346,(fm) riverdale farm & garden,CORNER,ESSEX ST & PEMBERTON WAY,,LAWRENCE,MA,1841,Farmers' Market,st_154333,1,0,0,0,0,0,0,0,0,0,-81.10348791,35.32312083,essex st & pemberton way lawrence ma lawrence
83,80,154347,154347,(fm) the stand at brox farm,CORNER,PEMBERTON WAY & ESSEX ST,,LAWRENCE,MA,1841,Farmers' Market,st_154334,1,0,0,0,0,0,0,0,0,0,-80.06103328,26.73433917,pemberton way & essex st lawrence ma lawrence
84,81,301587,301587,(m) union store,7402,Greenville Ave,Ste 308,Dallas,TX,75231,Combination Grocery/Other,st_300892,0,0,0,0,0,1,1,1,1,0,-111.89609,40.85198,greenville ave dallas tx dallas
85,82,141266,141266,(rbs) rafter bs,110,E MAIN ST,,LONG CREEK,OR,97856,Small Grocery Store,st_141253,1,0,0,0,0,0,0,0,0,0,-71.30716367,41.49866951,e main st long creek or long creek
86,83,318502,318502,.99 & appliance center,5619,Hillsborough St.,,Raleigh,NC,27606,Convenience Store,st_317637,0,0,0,0,0,1,1,1,1,1,-94.47087,39.05963,hillsborough st. raleigh nc raleigh
87,84,202350,202350,.99 & market,309,E Market St,,Long Beach,CA,90805,Convenience Store,st_202205,0,0,1,0,0,0,0,0,0,0,-82.5046,28.12794,e market st long beach ca long beach
88,85,233089,233089,.99 + bargain corner,1976,N E St,Ste A,San Bernardino,CA,92405,Convenience Store,st_232823,0,0,1,1,1,1,1,1,1,1,-81.98849,41.45322,n e st san bernardino ca san bernardino
89,86,332144,332144,0 star express deli grocery corp,3010,Glenwood Rd,,Brooklyn,NY,11210,Combination Grocery/Other,st_331142,0,0,0,0,0,0,1,1,1,1,-95.49816,29.95274,glenwood rd brooklyn ny brooklyn
90,87,37288,37288,00 liquor mart,34460,Fremont Blvd,Ste G,Fremont,CA,94555,Convenience Store,st_037287,1,1,1,0,0,0,0,0,0,0,-89.99974307,38.59297249,fremont blvd fremont ca fremont
91,88,225325,225325,00 liquors inc. none,1800,Whipple Rd,,Union City,CA,94587,Convenience Store,st_225089,0,0,1,1,1,1,1,1,1,1,-97.17471,27.92344,whipple rd union city ca union city
92,89,259241,259241,007 grocery,831,Magnolia Blvd,,Magnolia,TX,77355,Convenience Store,st_258839,0,0,0,1,1,1,1,0,0,0,-81.68018,30.39267,magnolia blvd magnolia tx magnolia
93,90,196317,196317,01 food mart,10501,S Wentworth Ave,,Chicago,IL,60628,Convenience Store,st_196194,0,1,1,1,1,1,0,0,0,0,-95.71893,29.79038,s wentworth ave chicago il chicago
94,91,22033,22033,06 hundred-23 hundred,1804,Fort St,,Barling,AR,72923,Convenience Store,st_022033,1,1,1,1,1,0,0,0,0,0,-80.05831472,26.64083686,fort st barling ar barling
95,92,340963,340963,0ne stop shop,580,Toms River Rd,,Jackson,NJ,8527,Medium Grocery Store,st_339872,0,0,0,0,0,0,1,1,1,1,-90.99011,30.09661,toms river rd jackson nj jackson
96,93,217362,217362,"1 & up only store, inc",11151,Avalon Blvd,Ste 105,Los Angeles,CA,90061,Convenience Store,st_217162,0,0,1,1,1,1,0,0,0,0,-97.5499,35.56561,avalon blvd los angeles ca los angeles
97,94,29278,29278,1 2 3 market corporation,4200,New York Ave,,Union City,NJ,7087,Small Grocery Store,st_029278,1,1,1,1,1,0,0,0,0,0,-84.43199585,33.67157793,new york ave union city nj union city
98,95,358278,358278,1 2 3 mini mart inc,9101,Cottage Grove Ave,,Chicago,IL,60619,Small Grocery Store,st_356994,0,0,0,0,0,0,0,1,1,0,-82.58695,27.52134,cottage grove ave chicago il chicago
99,96,292034,292034,1 2 3 store,430,Lewers St,Ste 100,Honolulu,HI,96815,Convenience Store,st_291394,0,0,0,0,1,1,1,1,1,0,-114.96712,36.039,lewers st honolulu hi honolulu
100,97,37836,37836,1 am market,1931,NE Stephens St,,Roseburg,OR,97470,Convenience Store,st_037835,1,1,1,1,1,1,1,1,1,1,-80.56018853,39.28287398,ne stephens st roseburg or roseburg
101,98,355395,355395,1 and up store,11151,Avalon Blvd,Ste 105,Los Angeles,CA,90061,Small Grocery Store,st_354139,0,0,0,0,0,0,0,1,0,0,-74.25808,40.66245,avalon blvd los angeles ca los angeles
102,99,348189,348189,1 apple grocey 2,502,East Baker Street,,Plant City,FL,33563,Small Grocery Store,st_347027,0,0,0,0,0,0,1,1,0,0,-88.33996,38.0997,east baker street plant city fl plant city
103,100,280657,280657,1 apple llc,8614,N Nebraska Ave,,Tampa,FL,33604,Combination Grocery/Other,st_280117,0,0,0,0,1,1,1,0,0,0,-117.34629,34.52839,n nebraska ave tampa fl tampa
104,101,126267,126267,1 best buy quick stop,1309,5th St NE,Stand Number 54,Washington,DC,20002,Convenience Store,st_126257,1,1,1,1,0,0,0,0,0,0,-85.38130384,31.22764848,5th st ne washington dc washington
105,102,317298,317298,1 best price 1,3420,Grand Blvd,,Holiday,FL,34690,Convenience Store,st_316454,0,0,0,0,0,1,1,1,1,1,-87.33547,41.43495,grand blvd holiday fl holiday
106,103,405092,405092,1 bi farm,1120,Maunakea St,Ste 103,Honolulu,HI,96817,Fruits/Veg Specialty,st_403270,0,0,0,0,0,0,0,0,0,1,-87.79996,41.7553,maunakea st honolulu hi honolulu
107,104,411143,411143,1 bridle market,1,Bridle Rd,,Billerica,MA,1821,Convenience Store,st_409250,0,0,0,0,0,0,0,0,0,1,-98.46758,29.55285,bridle rd billerica ma billerica
108,105,417111,417111,1 deli,6901,S Normal Blvd,,Chicago,IL,60621,Convenience Store,st_415165,0,0,0,0,0,0,0,0,0,1,-115.15515,36.15226,s normal blvd chicago il chicago
109,106,329167,329167,1 dollar  discount,2739,Diamond St,,Rosamond,CA,93560,Convenience Store,st_328193,0,0,0,0,0,0,1,0,0,0,-81.33966,28.52419,diamond st rosamond ca rosamond
110,107,265310,265310,1 dollar bargain store,3787,N Michigan Ave,,Saginaw,MI,48604,Convenience Store,st_264866,0,0,0,1,1,1,1,1,1,0,-119.78082,39.49299,n michigan ave saginaw mi saginaw
111,108,111753,111753,"1 dollar mart, inc",1931,E 7th St,,Long Beach,CA,90813,Convenience Store,st_111743,1,1,1,1,1,1,1,1,1,1,-73.90988058,40.83420758,e 7th st long beach ca long beach
112,109,99949,99949,"1 dollar mart, inc.",754,Pine Ave,,Long Beach,CA,90813,Convenience Store,st_099939,1,1,1,1,0,0,0,0,0,0,-84.27602059,33.77500752,pine ave long beach ca long beach
113,110,408369,408369,1 dollar plus shop inc,8500,Dyer Street,Siute 21,El Paso,TX,79904,Convenience Store,st_406503,0,0,0,0,0,0,0,0,0,1,-90.02481,32.35476,dyer street el paso tx el paso
114,111,311870,311870,1 dollar store,1750,Sunshadow Dr,Ste 134,Casselberry,FL,32707,Convenience Store,st_311090,0,0,0,0,0,1,0,0,0,0,-83.3882,42.27412,sunshadow dr casselberry fl casselberry
115,112,247565,247565,1 dollar store and more,6877,Dorchester Road,,North Charleston,SC,29418,Convenience Store,st_247226,0,0,0,1,1,1,1,1,0,0,-84.60062,42.7411,dorchester road north charleston sc north charleston
116,113,299830,299830,1 dollar warehouse,6001,S Vermont Ave,Ste 1,Los Angeles,CA,90044,Convenience Store,st_299142,0,0,0,0,0,1,1,0,0,0,-81.69496,41.49777,s vermont ave los angeles ca los angeles
117,114,397094,397094,1 downtown south food corp/bravo supermarket,4801,N Dixie Hwy,,Pompano Beach,FL,33064,Supermarket,st_395366,0,0,0,0,0,0,0,0,1,1,-115.20531,36.20985,n dixie hwy pompano beach fl pompano beach
118,115,334510,334510,1 eleven no,5523,Harford Rd,,Baltimore,MD,21214,Convenience Store,st_333487,0,0,0,0,0,0,1,1,1,0,-89.70046,45.89064,harford rd baltimore md baltimore
119,116,205378,205378,1 fam grocery inc,173,Woodworth Ave,,Yonkers,NY,10701,Convenience Store,st_205226,0,0,1,1,1,0,1,1,1,1,-68.74908,44.83537,woodworth ave yonkers ny yonkers
120,117,213283,213283,1 first stop deli inc,8917,5th Ave,,Brooklyn,NY,11209,Convenience Store,st_213099,0,0,1,1,1,1,1,1,0,0,-86.86993,34.17026,5th ave brooklyn ny brooklyn
121,118,301666,301666,1 fish 2 fish crabs & seafood,1019,Eastern Shore Dr,,Salisbury,MD,21804,Seafood Specialty,st_300971,0,0,0,0,0,1,1,1,1,1,-84.04352,33.80681,eastern shore dr salisbury md salisbury
122,119,403997,403997,1 flatbush express deli inc,2191,Clarendon Rd,,Brooklyn,NY,11226,Convenience Store,st_402196,0,0,0,0,0,0,0,0,0,1,-94.63215,33.00613,clarendon rd brooklyn ny brooklyn
123,120,382178,382178,1 food store,755,W Hwy 89a,,Clarkdale,AZ,86324,Convenience Store,st_380620,0,0,0,0,0,0,0,0,1,1,-84.02099,34.92452,w hwy 89a clarkdale az clarkdale
124,121,417328,417328,1 gourmet deli 65,6542,Woodside Ave,,Woodside,NY,11377,Convenience Store,st_415376,0,0,0,0,0,0,0,0,0,1,-71.13089,42.35058,woodside ave woodside ny woodside
125,122,368703,368703,1 guadalupe victoria inc,1484,St Nicholas Ave,,New York,NY,10033,Small Grocery Store,st_367302,0,0,0,0,0,0,0,1,1,1,-82.71572,28.25023,st nicholas ave new york ny new york
126,123,304017,304017,1 jackpot mini mart inc,535,W 111th St,,Chicago,IL,60628,Small Grocery Store,st_303307,0,0,0,0,0,1,1,1,1,0,-118.11221,33.96307,w 111th st chicago il chicago
127,124,277089,277089,1 junior inc,203,Thomas S Boyland St,,Brooklyn,NY,11233,Small Grocery Store,st_276580,0,0,0,0,1,1,1,1,1,0,-98.41762,29.6003,thomas s boyland st brooklyn ny brooklyn
128,125,243905,243905,1 la casa de la carne inc,4410,48th Ave,,Woodside,NY,11377,Meat/Poultry Specialty,st_243587,0,0,0,1,1,1,0,0,0,0,-72.66189,41.70699,48th ave woodside ny woodside
129,126,143840,143840,"1 marco aurelio market, inc",1,New Main St,,Haverstraw,NY,10927,Small Grocery Store,st_143827,1,1,0,0,0,0,0,0,0,0,-78.84338795,42.8237185,new main st haverstraw ny haverstraw
130,127,218687,218687,1 market,10756,Garvey Ave,,El Monte,CA,91733,Convenience Store,st_218478,0,0,1,1,0,0,0,0,0,0,-83.13658,42.46054,garvey ave el monte ca el monte
131,128,63254,63254,1 more stop inc,27430,5 Mile Rd,,Livonia,MI,48154,Convenience Store,st_063245,1,1,1,1,1,1,1,1,0,0,-74.17456914,40.92211184,5 mile rd livonia mi livonia
132,129,278111,278111,1 ne quick choice,5612,Old Canton Rd,,Jackson,MS,39211,Convenience Store,st_277592,0,0,0,0,1,1,0,0,0,0,-83.31028,42.50203,old canton rd jackson ms jackson
133,130,145416,145416,1 new afrida deli & grocery inc,120-03A,JAMAICA AVE,,RICHMOND HILL,NY,11418,Small Grocery Store,st_145403,1,1,1,1,0,0,0,0,0,0,-82.3047525,27.71251346,jamaica ave richmond hill ny richmond hill
134,131,401050,401050,1 outlet,2025,E Highland Ave,Ste A,San Bernardino,CA,92404,Convenience Store,st_399281,0,0,0,0,0,0,0,0,1,1,-79.00134,34.63855,e highland ave san bernardino ca san bernardino
135,132,394904,394904,1 pit stop,807,W Haggard Ave,,Elon,NC,27244,Convenience Store,st_393208,0,0,0,0,0,0,0,0,1,1,-122.12039,37.99674,w haggard ave elon nc elon
136,133,225835,225835,1 place,440,NW 6th St,,Oklahoma City,OK,73102,Convenience Store,st_225595,0,0,1,1,1,1,1,1,1,1,-80.51935,41.22001,nw 6th st oklahoma city ok oklahoma city
137,134,29389,29389,1 plus supercenter,2145,NE 164th St,,North Miami Beach,FL,33162,Super Store,st_029389,1,0,0,0,0,0,0,0,0,0,-72.75022699,42.12478898,ne 164th st north miami beach fl north miami beach
138,135,350166,350166,1 pot seafood,412,Highway 155 S,,Mcdonough,GA,30253,Small Grocery Store,st_348971,0,0,0,0,0,0,1,1,1,1,-75.46348,39.85359,highway 155 s mcdonough ga mcdonough
139,136,120760,120760,1 quick stop,206,N Main St,,Whitinsville,MA,1588,Convenience Store,st_120750,1,1,1,1,1,1,0,0,0,0,-73.91392144,40.70494709,n main st whitinsville ma whitinsville
140,137,420408,420408,1 quick stop,3525,W Ledbetter Dr,,Dallas,TX,75233,Convenience Store,st_418430,0,0,0,0,0,0,0,0,0,1,-80.08898,26.61836,w ledbetter dr dallas tx dallas
141,138,340576,340576,1 quik stop,206,N Main St,,Whitinsville,MA,1588,Convenience Store,st_339486,0,0,0,0,0,0,1,1,1,1,-119.86227,36.8081,n main st whitinsville ma whitinsville
142,139,409946,409946,"1 spot marathon , inc",4095,Colorado Ave,,Sheffield Village,OH,44054,Convenience Store,st_408068,0,0,0,0,0,0,0,0,0,1,-112.4543,34.7503,colorado ave sheffield village oh sheffield village
143,140,422732,422732,1 st grocery inc,9,1st St,,Clarksdale,MS,38614,Convenience Store,st_420732,0,0,0,0,0,0,0,0,0,1,-76.62088,37.21611,1st st clarksdale ms clarksdale
144,141,315774,315774,1 star beverage,510,N Plano Rd,,Garland,TX,75042,Convenience Store,st_314946,0,0,0,0,0,1,1,1,1,1,-74.44219,40.48763,n plano rd garland tx garland
145,142,206681,206681,1 star mini mart,4206,N Blackstone Ave,,Fresno,CA,93726,Convenience Store,st_206523,0,0,1,1,1,1,1,1,1,1,-112.09856,33.52409,n blackstone ave fresno ca fresno
149,155,373821,373821,1 stop,536,E Martin Luther King Jr Dr,,Grand Coteau,LA,70541,Convenience Store,st_372383,0,0,0,0,0,0,0,1,1,1,-86.60571,34.74253,e martin luther king jr dr grand coteau la grand coteau
148,153,36644,36644,1 stop,102,S Kansas Ave,,Bosworth,MO,64623,Convenience Store,st_036643,1,1,1,1,1,1,1,0,0,0,-83.02924869,42.58803955,s kansas ave bosworth mo bosworth
147,152,96431,96431,1 stop,5101,Airport Blvd,,Austin,TX,78751,Convenience Store,st_096421,1,1,1,1,0,0,0,0,0,0,-83.06517891,39.95534257,airport blvd austin tx austin
158,145,221868,221868,1 stop,9915,Thorn Grove Pike,,Strawberry Plains,TN,37871,Convenience Store,st_221650,0,0,1,1,1,1,1,1,1,1,-87.67548,41.83163,thorn grove pike strawberry plains tn strawberry plains
157,150,269752,269752,1 stop,536,E Martin Luther King Jr. Drive,,Grand Coteau,LA,70541,Convenience Store,st_269287,0,0,0,0,1,1,0,0,0,0,-87.87299,41.90744,e martin luther king jr. drive grand coteau la grand coteau
146,154,327992,327992,1 stop,3708,Shepherd Ln,,Balch Springs,TX,75180,Convenience Store,st_327031,0,0,0,0,0,0,1,1,0,0,-84.8607,35.15314,shepherd ln balch springs tx balch springs
155,144,324592,324592,1 stop,1419.5,E Central Ave,,Wichita,KS,67214,Convenience Store,st_323680,0,0,0,0,0,0,1,1,1,0,-86.10918,40.48905,e central ave wichita ks wichita
154,146,355893,355893,1 stop,101,S Kansas Ave,,Bosworth,MO,64623,Small Grocery Store,st_354632,0,0,0,0,0,0,0,1,1,1,-75.16428,39.91716,s kansas ave bosworth mo bosworth
150,151,415181,415181,1 stop,8110,N Broadway,,Saint Louis,MO,63147,Convenience Store,st_413258,0,0,0,0,0,0,0,0,0,1,-74.18606,40.91729,n broadway saint louis mo saint louis
151,147,335358,335358,1 stop,802,N West St,,Wichita,KS,67203,Convenience Store,st_334325,0,0,0,0,0,0,1,1,1,1,-84.24816,30.31735,n west st wichita ks wichita
152,149,342753,342753,1 stop,103,N Graves St,,Mckinney,TX,75069,Convenience Store,st_341645,0,0,0,0,0,0,1,1,1,1,-87.22636,30.53243,n graves st mckinney tx mckinney
153,148,381003,381003,1 stop,2912,West Highway 150,,Crouse,NC,28033,Convenience Store,st_379473,0,0,0,0,0,0,0,0,1,1,-105.02525,39.74693,west highway 150 crouse nc crouse
156,143,414389,414389,1 stop,614A,Hanes Blvd,,Hughes Springs,TX,75656,Convenience Store,st_412471,0,0,0,0,0,0,0,0,0,1,-73.92161,40.83657,hanes blvd hughes springs tx hughes springs
159,156,418720,418720,1 stop & go 1,1242,Diagonal Rd,,Akron,OH,44307,Convenience Store,st_416759,0,0,0,0,0,0,0,0,0,1,-97.49439,26.10572,diagonal rd akron oh akron
160,157,379276,379276,1 stop & shop,12201,S Halsted St,,Chicago,IL,60628,Convenience Store,st_377772,0,0,0,0,0,0,0,1,1,1,-88.04036,41.59257,s halsted st chicago il chicago
161,158,360510,360510,1 stop 1,1503,Gears Rd,,Houston,TX,77067,Convenience Store,st_359203,0,0,0,0,0,0,0,1,1,1,-77.04645,39.03993,gears rd houston tx houston
162,159,369428,369428,1 stop 2,6154,Bellfort St,,Houston,TX,77033,Convenience Store,st_368021,0,0,0,0,0,0,0,1,1,1,-88.74631,35.67691,bellfort st houston tx houston
164,160,357062,357062,1 stop 3,2850,Fry Rd,,Houston,TX,77084,Convenience Store,st_355788,0,0,0,0,0,0,0,1,1,0,-95.2379,29.85098,fry rd houston tx houston
163,161,405185,405185,1 stop 3,409,N Dalton St,,Bartlett,TX,76511,Convenience Store,st_403363,0,0,0,0,0,0,0,0,0,1,-79.96087,40.4675,n dalton st bartlett tx bartlett
165,162,255062,255062,1 stop action,115,E Arlington St,,Waterloo,IA,50703,Convenience Store,st_254681,0,0,0,1,0,0,0,0,0,0,-93.86569,32.47873,e arlington st waterloo ia waterloo
166,163,224802,224802,1 stop centre,431,W 14th St,,Chicago Heights,IL,60411,Convenience Store,st_224570,0,0,1,1,1,1,1,1,1,1,-74.68816,40.23713,w 14th st chicago heights il chicago heights
